###globalBeforeEachFailed false
2026-02-12 16:11:17.282	INFO	utils/dataUtils.ts:8	DataUtils	Generated name 
2026-02-12 16:12:00.064	INFO	utils/browser-utils.ts:262	BrowserUtils	Unchecking checkbox: getByRole('checkbox', { name: 'Enable Two-Factor Authentication' })
2026-02-12 16:12:00.195	INFO	utils/browser-utils.ts:286	BrowserUtils	Checkbox: getByRole('checkbox', { name: 'Enable Two-Factor Authentication' }) is now unchecked.
2026-02-12 16:12:00.197	INFO	utils/browser-utils.ts:51	BrowserUtils	Clicking on element: getByText('ADD', { exact: true })
2026-02-12 16:12:00.342	INFO	utils/browser-utils.ts:60	BrowserUtils	Clicked on element: getByText('ADD', { exact: true })
2026-02-12 16:12:02.037	INFO	utils/browser-utils.ts:51	BrowserUtils	Clicking on element: getByRole('link', { name: 'Settings' })
2026-02-12 16:12:04.150	INFO	utils/browser-utils.ts:60	BrowserUtils	Clicked on element: getByRole('link', { name: 'Settings' })
2026-02-12 16:12:04.153	INFO	utils/browser-utils.ts:51	BrowserUtils	Clicking on element: getByText('Operators')
2026-02-12 16:12:04.438	INFO	utils/browser-utils.ts:60	BrowserUtils	Clicked on element: getByText('Operators')
2026-02-12 16:12:04.454	INFO	utils/browser-utils.ts:146	BrowserUtils	Waiting for selector: locator('//td[contains(@class,\'cdk-column-OPERATOR_NAME\')]').filter({ hasText: 'a-SGauC' }).first() to be visible.
2026-02-12 16:12:06.977	INFO	utils/browser-utils.ts:146	BrowserUtils	Waiting for selector: locator('//td[contains(@class,\'cdk-column-OPERATOR_NAME\')]').filter({ hasText: 'a-SGauC' }).first() to be visible.
2026-02-12 16:12:13.624	INFO	utils/browser-utils.ts:146	BrowserUtils	Waiting for selector: locator('//td[contains(@class,\'cdk-column-OPERATOR_NAME\')]').filter({ hasText: 'a-SGauC' }).first() to be visible.
2026-02-12 16:12:20.249	INFO	utils/browser-utils.ts:146	BrowserUtils	Waiting for selector: locator('//td[contains(@class,\'cdk-column-OPERATOR_NAME\')]').filter({ hasText: 'a-SGauC' }).first() to be visible.
2026-02-12 16:12:26.884	INFO	utils/browser-utils.ts:146	BrowserUtils	Waiting for selector: locator('//td[contains(@class,\'cdk-column-OPERATOR_NAME\')]').filter({ hasText: 'a-SGauC' }).first() to be visible.
2026-02-12 16:12:26.892	INFO	utils/browser-utils.ts:148	BrowserUtils	Selector: locator('//td[contains(@class,\'cdk-column-OPERATOR_NAME\')]').filter({ hasText: 'a-SGauC' }).first() is now visible.
2026-02-12 16:12:27.029	INFO	utils/browser-utils.ts:51	BrowserUtils	Clicking on element: locator('//span[normalize-space()=\'REMOVE\']')
2026-02-12 16:12:27.177	INFO	utils/browser-utils.ts:60	BrowserUtils	Clicked on element: locator('//span[normalize-space()=\'REMOVE\']')
2026-02-12 16:12:27.179	INFO	utils/browser-utils.ts:51	BrowserUtils	Clicking on element: getByRole('checkbox', { name: 'Transfer existing dashboard subscriptions to me.' })
2026-02-12 16:12:27.442	INFO	utils/browser-utils.ts:60	BrowserUtils	Clicked on element: getByRole('checkbox', { name: 'Transfer existing dashboard subscriptions to me.' })
